"";"comuna";"cut_comuna";"año";"variable";"cifra"
"260";"BUIN";"13402";2022;"Indisponibilidad de suministro eléctrico - indicador SAIDI anual";13,90077175
"261";"BUIN";"13402";2021;"Número de víctimas lesionadas en siniestros de tránsito por cada 100.000 habitantes";263,548162309933
"262";"BUIN";"13402";2021;"Número de víctimas mortales en siniestros de tránsito por cada 100.000 habitantes";3,57353440420248
"263";"BUIN";"13402";2022;"Participación del Fondo Común Municipal (FCM) en el ingreso municipal total (descontadas las transferencias)";23,3826587248144
"264";"BUIN";"13402";2019;"Partición modal del transporte público (número de viajes en transporte público respecto al número total de viajes)";28,6
"265";"BUIN";"13402";2019;"Partición modal del transporte sustentable (suma de viajes en transporte público, caminata y bicicleta respecto al número total de viajes)";71,1
"266";"BUIN";"13402";2020;"Porcentaje de  la superficie cubierta por vegetación total";45,71
"267";"BUIN";"13402";2022;"Porcentaje de aporte de energía eléctrica proveniente de paneles solares domiciliarios";0,255574743435549
"268";"BUIN";"13402";2021;"Porcentaje de cobertura de la red de ciclovía sobre la red vial";7,19
"269";"BUIN";"13402";2018;"Porcentaje de inversión pública destinada a proyectos que tienen procesos de intervención de restauración de inmuebles patrimoniales sobre el total de inversión destinada a proyectos con RF";0
"270";"BUIN";"13402";2019;"Porcentaje de la inversión nacional a escala comunal en la que participa el municipio como institución contratante";33,51
"271";"BUIN";"13402";2019;"Porcentaje de la población en situación de pobreza multidimensional";24,93
"272";"BUIN";"13402";2019;"Porcentaje de la población en situación de pobreza por ingresos";8,04
"273";"BUIN";"13402";2020;"Porcentaje de la superficie cubierta por vegetación densa";1,19
"274";"BUIN";"13402";2022;"Porcentaje de la superficie de campamentos respecto del área urbana";0,251364663069394
"275";"BUIN";"13402";2018;"Porcentaje de manzanas con veredas con buena calidad de pavimento";42,65
"276";"BUIN";"13402";2022;"Porcentaje de participación en las elecciones municipales por comuna";46,2201160182125
"277";"BUIN";"13402";2019;"Porcentaje de población atendida por el sistema de parques públicos";65,67
"278";"BUIN";"13402";2019;"Porcentaje de población atendida por el sistema de plazas públicas";80,51
"279";"BUIN";"13402";2018;"Porcentaje de población atendida por la red de ciclovías";65,81
"280";"BUIN";"13402";2022;"Porcentaje de residuos municipales valorizados";0,706460439149592
"281";"BUIN";"13402";2021;"Porcentaje de viajes originados  inferiores a 5 kilómetros";74,8480105886698
"282";"BUIN";"13402";2018;"Porcentaje de viviendas con situación de allegamiento externo";1,6
"283";"BUIN";"13402";2018;"Porcentaje de viviendas en situación de hacinamiento";7,55
"284";"BUIN";"13402";2018;"Porcentaje de viviendas particulares que requieren mejoras de materialidad y/o servicios básicos";16,53
"285";"BUIN";"13402";2022;"Porcentaje de votantes de nacionalidad extranjera en las elecciones municipales";0,528447112208852
"286";"BUIN";"13402";2019;"Promedio de intersecciones relevantes cada 1,44 km²";4,22
"287";"BUIN";"13402";2019;"Proporción de viajes con una duración mayor o igual a 45 minutos";16,75
"288";"BUIN";"13402";2019;"Proporción de viajes de estudio y trabajo con una duración mayor o igual a 45 minutos";24,38
"289";"BUIN";"13402";2019;"Proporción de viajes totales en transporte privado con una duración mayor o igual a 45 minutos";26,19
"290";"BUIN";"13402";2019;"Proporción de viajes totales en transporte público con una duración mayor o igual a 45 minutos";22,39
"291";"BUIN";"13402";2020;"Razón entre disponibilidad efectiva de matrículas y demanda potencial por educación básica";1,1
"292";"BUIN";"13402";2019;"Relación entre el tiempo de viaje en hora punta respecto del tiempo de viaje fuera de hora punta";1,6
"293";"BUIN";"13402";2018;"Requerimiento de viviendas nuevas urbanas";1553
"294";"BUIN";"13402";2018;"Superficie de parques públicos por habitante que cumple estándar de distancia (3.000 metros)";0,81
"295";"BUIN";"13402";2018;"Superficie de plazas públicas por habitante que cumple estándar de distancia (400 metros)";8,18
"296";"BUIN";"13402";2018;"Superficie de áreas verdes públicas por habitante";7,34
"297";"BUIN";"13402";2021;"Tasa de conexiones residenciales fijas de internet por cada 1.000 viviendas particulares";591,173491535234
"298";"BUIN";"13402";2021;"Tasa de conexiones residenciales fijas de internet por cada 100 habitantes";18,250040202262
"299";"BUIN";"13402";2022;"Tasa de víctimas de delitos contra la propiedad por casos policiales cada 10.000 habitantes";135,843827831761
"300";"BUIN";"13402";2022;"Tasa de víctimas de delitos violencia intrafamiliar por casos policiales cada 10.000 habitantes";67,7903672782124
"301";"BUIN";"13402";2022;"Tasa de víctimas de delitos violentos por casos policiales cada 10.000 habitantes";86,2068965517241
"302";"BUIN";"13402";2018;"Tiempo de viaje en hora punta mañana";80
"303";"BUIN";"13402";2018;"Tiempo de viaje en transporte público en hora punta mañana";90
"304";"CALAMA";"2201";2018;"Cantidad de jornadas diarias completas de trabajo de médicos, en salud primaria, por cada 10.000 habitantes";12,69
"305";"CALAMA";"2201";2019;"Cantidad de luminarias cada 50 metros lineales de red vial";0,52
"306";"CALAMA";"2201";2019;"Cantidad de residuos eliminados con disposición final per cápita";0,740462482474394
"307";"CALAMA";"2201";2021;"Consumo de energía eléctrica per cápita no residencial";357,087812850737
"308";"CALAMA";"2201";2021;"Consumo de energía eléctrica per cápita residencial";694,178796232602
"309";"CALAMA";"2201";2022;"Densidad de hogares en campamentos";10,2121539014743
"310";"CALAMA";"2201";2018;"Diferencia entre el valor de suelo más alto y el más bajo entre las áreas homogéneas urbanas definidas por el Servicio de Impuestos Internos";0
"311";"CALAMA";"2201";2020;"Distancia a centros de salud primaria";1083,36
"312";"CALAMA";"2201";2020;"Distancia a establecimientos de educación básica";677,06
"313";"CALAMA";"2201";2020;"Distancia a establecimientos de educación inicial";555
"314";"CALAMA";"2201";2018;"Distancia a paraderos de transporte público mayor";553
"315";"CALAMA";"2201";2019;"Distancia a parques públicos";1902,087731
"316";"CALAMA";"2201";2019;"Distancia a plazas públicas";281,568492
"317";"CALAMA";"2201";2018;"Distancia a una unidad o destacamento destinado al servicio operativo de Carabineros";2129
"318";"CALAMA";"2201";2022;"Indisponibilidad de suministro eléctrico - indicador SAIDI anual";16,97505464
"319";"CALAMA";"2201";2019;"Monto total per cápita, en pesos, de fondos entregados por el municipio a la comunidad vía proyectos concursables para el mejoramiento urbano";0
"320";"CALAMA";"2201";2019;"Número de microbasurales por cada 10.000 habitantes";1,14
"321";"CALAMA";"2201";2021;"Número de víctimas lesionadas en siniestros de tránsito por cada 100.000 habitantes";239,470785081436
"322";"CALAMA";"2201";2021;"Número de víctimas mortales en siniestros de tránsito por cada 100.000 habitantes";8,27544829655069
"323";"CALAMA";"2201";2022;"Participación del Fondo Común Municipal (FCM) en el ingreso municipal total (descontadas las transferencias)";23,7631922866957
"324";"CALAMA";"2201";2020;"Población estimada de migrantes internacionales por comuna";30302
"325";"CALAMA";"2201";2020;"Porcentaje de  la superficie cubierta por vegetación total";5,44
"326";"CALAMA";"2201";2022;"Porcentaje de aporte de energía eléctrica proveniente de paneles solares domiciliarios";0,174539785973589
"327";"CALAMA";"2201";2021;"Porcentaje de cobertura de la red de ciclovía sobre la red vial";2,43
"328";"CALAMA";"2201";2018;"Porcentaje de inversión pública destinada a proyectos que tienen procesos de intervención de restauración de inmuebles patrimoniales sobre el total de inversión destinada a proyectos con RF";0
"329";"CALAMA";"2201";2019;"Porcentaje de la inversión nacional a escala comunal en la que participa el municipio como institución contratante";17,61
"330";"CALAMA";"2201";2019;"Porcentaje de la población en situación de pobreza multidimensional";13,67
"331";"CALAMA";"2201";2019;"Porcentaje de la población en situación de pobreza por ingresos";4,59
"332";"CALAMA";"2201";2020;"Porcentaje de la superficie cubierta por vegetación densa";0,1
"333";"CALAMA";"2201";2022;"Porcentaje de la superficie de campamentos respecto del área urbana";0,110859275467887
"334";"CALAMA";"2201";2018;"Porcentaje de manzanas con veredas con buena calidad de pavimento";40,57
"335";"CALAMA";"2201";2022;"Porcentaje de participación en las elecciones municipales por comuna";34,5733868347275
"336";"CALAMA";"2201";2019;"Porcentaje de población atendida por el sistema de parques públicos";83,63
"337";"CALAMA";"2201";2019;"Porcentaje de población atendida por el sistema de plazas públicas";78,98
"338";"CALAMA";"2201";2018;"Porcentaje de población atendida por la red de ciclovías";73,87
"339";"CALAMA";"2201";2019;"Porcentaje de residuos municipales valorizados";0
"340";"CALAMA";"2201";2018;"Porcentaje de viviendas con situación de allegamiento externo";2,77
"341";"CALAMA";"2201";2018;"Porcentaje de viviendas en situación de hacinamiento";10,29
"342";"CALAMA";"2201";2018;"Porcentaje de viviendas particulares que requieren mejoras de materialidad y/o servicios básicos";15,23
"343";"CALAMA";"2201";2022;"Porcentaje de votantes de nacionalidad extranjera en las elecciones municipales";4,98994579471936
"344";"CALAMA";"2201";2019;"Porcentaje de zonas típicas con lineamientos de intervención aprobados";0
"345";"CALAMA";"2201";2019;"Porcentaje de zonas típicas con lineamientos de intervención en desarrollo";0
"346";"CALAMA";"2201";2019;"Promedio de intersecciones relevantes cada 1,44 km²";26,98
"347";"CALAMA";"2201";2020;"Razón entre disponibilidad efectiva de matrículas y demanda potencial por educación básica";1,19
"348";"CALAMA";"2201";2018;"Requerimiento de viviendas nuevas urbanas";4884
"349";"CALAMA";"2201";2018;"Superficie de parques públicos por habitante que cumple estándar de distancia (3.000 metros)";1,18
"350";"CALAMA";"2201";2018;"Superficie de plazas públicas por habitante que cumple estándar de distancia (400 metros)";3,98
"351";"CALAMA";"2201";2018;"Superficie de áreas verdes públicas por habitante";4,17
"352";"CALAMA";"2201";2021;"Tasa de conexiones residenciales fijas de internet por cada 1.000 viviendas particulares";786,621697582912
"353";"CALAMA";"2201";2021;"Tasa de conexiones residenciales fijas de internet por cada 100 habitantes";21,7137418991119
"354";"CALAMA";"2201";2022;"Tasa de víctimas de delitos contra la propiedad por casos policiales cada 10.000 habitantes";194,423744057561
"355";"CALAMA";"2201";2022;"Tasa de víctimas de delitos violencia intrafamiliar por casos policiales cada 10.000 habitantes";68,0971347809328
"356";"CALAMA";"2201";2022;"Tasa de víctimas de delitos violentos por casos policiales cada 10.000 habitantes";150,430425285879
"357";"CALERA";"5502";2018;"Cantidad de jornadas diarias completas de trabajo de médicos, en salud primaria, por cada 10.000 habitantes";3,29
"358";"CALERA";"5502";2019;"Cantidad de residuos eliminados con disposición final per cápita";1,05768701901996
"359";"CALERA";"5502";2021;"Consumo de energía eléctrica per cápita no residencial";433,342600863481
"360";"CALERA";"5502";2021;"Consumo de energía eléctrica per cápita residencial";695,464362810779
"361";"CALERA";"5502";2022;"Densidad de hogares en campamentos";36,8932038834951
"362";"CALERA";"5502";2018;"Diferencia entre el valor de suelo más alto y el más bajo entre las áreas homogéneas urbanas definidas por el Servicio de Impuestos Internos";0,03
"363";"CALERA";"5502";2020;"Distancia a centros de salud primaria";977,34
"364";"CALERA";"5502";2020;"Distancia a establecimientos de educación básica";669
"365";"CALERA";"5502";2020;"Distancia a establecimientos de educación inicial";624,9
"366";"CALERA";"5502";2018;"Distancia a paraderos de transporte público mayor";510
"367";"CALERA";"5502";2019;"Distancia a parques públicos";1410,619158
"368";"CALERA";"5502";2019;"Distancia a plazas públicas";351,55293
"369";"CALERA";"5502";2018;"Distancia a una unidad o destacamento destinado al servicio operativo de Carabineros";2247
"370";"CALERA";"5502";2022;"Indisponibilidad de suministro eléctrico - indicador SAIDI anual";9,92220657
"371";"CALERA";"5502";2021;"Número de víctimas lesionadas en siniestros de tránsito por cada 100.000 habitantes";215,870180139943
"372";"CALERA";"5502";2021;"Número de víctimas mortales en siniestros de tránsito por cada 100.000 habitantes";5,58284948637785
"373";"CALERA";"5502";2022;"Participación del Fondo Común Municipal (FCM) en el ingreso municipal total (descontadas las transferencias)";56,9141392078427
"374";"CALERA";"5502";2020;"Porcentaje de  la superficie cubierta por vegetación total";32,92
"375";"CALERA";"5502";2022;"Porcentaje de aporte de energía eléctrica proveniente de paneles solares domiciliarios";0,0216829654980559
"376";"CALERA";"5502";2021;"Porcentaje de cobertura de la red de ciclovía sobre la red vial";6,83
"377";"CALERA";"5502";2018;"Porcentaje de inversión pública destinada a proyectos que tienen procesos de intervención de restauración de inmuebles patrimoniales sobre el total de inversión destinada a proyectos con RF";0
"378";"CALERA";"5502";2019;"Porcentaje de la inversión nacional a escala comunal en la que participa el municipio como institución contratante";58,52
"379";"CALERA";"5502";2019;"Porcentaje de la población en situación de pobreza multidimensional";23,15
"380";"CALERA";"5502";2019;"Porcentaje de la población en situación de pobreza por ingresos";15,77
"381";"CALERA";"5502";2020;"Porcentaje de la superficie cubierta por vegetación densa";2,05
"382";"CALERA";"5502";2022;"Porcentaje de la superficie de campamentos respecto del área urbana";0,0739581239049889
"383";"CALERA";"5502";2018;"Porcentaje de manzanas con veredas con buena calidad de pavimento";42,75
"384";"CALERA";"5502";2022;"Porcentaje de participación en las elecciones municipales por comuna";43,1614050689195
"385";"CALERA";"5502";2019;"Porcentaje de población atendida por el sistema de parques públicos";94,36
"386";"CALERA";"5502";2019;"Porcentaje de población atendida por el sistema de plazas públicas";60,85
"387";"CALERA";"5502";2018;"Porcentaje de población atendida por la red de ciclovías";68,8
"388";"CALERA";"5502";2019;"Porcentaje de residuos municipales valorizados";0,493277879872328
"389";"CALERA";"5502";2018;"Porcentaje de viviendas con situación de allegamiento externo";1,33
"390";"CALERA";"5502";2018;"Porcentaje de viviendas en situación de hacinamiento";7,25
